customer_id,customer_name,city,segment,join_date,email
CST0365,Joko Sari,Bandung,VIP,2023-05-05,customer365@email.com
CST0366,Fajar Kusuma,Depok,Regular,2023-04-16,customer366@email.com
CST0367,Rendi Saputra,Depok,VIP,2022-09-28,customer367@email.com
CST0368,Wati Sari,Bogor,Regular,2022-10-13,customer368@email.com
CST0369,Ayu Sari,Depok,VIP,2022-10-23,customer369@email.com
CST0370,Wati Kusuma,Medan,Wholesale,2022-12-24,customer370@email.com
CST0371,Dimas Wijaya,Depok,New,2023-08-11,customer371@email.com
CST0372,Fajar Hakim,Depok,Wholesale,2022-12-20,customer372@email.com
CST0373,Ayu Santoso,Bandung,VIP,2022-03-22,customer373@email.com
CST0374,Hendra Nugroho,Makassar,VIP,2023-05-06,customer374@email.com
CST0375,Andi Permata,Medan,VIP,2023-07-30,customer375@email.com
CST0376,Rizky Rahayu,Semarang,Regular,2022-09-06,customer376@email.com
CST0377,Joko Sari,Jakarta,Regular,2022-02-23,customer377@email.com
CST0378,Rina Kusuma,Surabaya,Wholesale,2022-04-13,customer378@email.com
CST0379,Budi Saputra,Bandung,Regular,2023-02-21,customer379@email.com
CST0380,Wati Nugroho,Tangerang,Regular,2022-10-22,customer380@email.com
CST0381,Ayu Nugroho,Makassar,New,2022-04-02,customer381@email.com
CST0382,Fitri Saputra,Bogor,New,2022-06-29,customer382@email.com
CST0383,Nurul Hakim,Palembang,New,2023-02-11,customer383@email.com
CST0384,Nurul Hakim,Tangerang,VIP,2022-02-08,customer384@email.com
CST0385,Ayu Wulandari,Jakarta,New,2022-12-10,customer385@email.com
CST0386,Hendra Nugroho,Semarang,Wholesale,2022-05-18,customer386@email.com
CST0387,Hendra Wijaya,Depok,Regular,2022-04-26,customer387@email.com
CST0388,Nurul Anggraini,Makassar,Wholesale,2022-09-21,customer388@email.com
CST0389,Budi Anggraini,Bandung,VIP,2022-10-30,customer389@email.com
CST0390,Andi Pratama,Bogor,Wholesale,2023-03-14,customer390@email.com
CST0391,Rendi Rahayu,Depok,Wholesale,2022-04-08,customer391@email.com
CST0392,Rizky Hidayat,Bandung,VIP,2022-09-12,customer392@email.com
CST0393,Dimas Purnama,Jakarta,Regular,2023-04-03,customer393@email.com
CST0394,Rendi Wijaya,Semarang,New,2022-09-25,customer394@email.com
CST0395,Fitri Santoso,Makassar,New,2023-04-22,customer395@email.com
CST0396,Nurul Purnama,Semarang,VIP,2022-05-01,customer396@email.com
CST0397,Maya Wulandari,Semarang,Regular,2022-08-13,customer397@email.com
CST0398,Wati Pratama,Bandung,Wholesale,2023-01-18,customer398@email.com
CST0399,Lestari Hakim,Palembang,Wholesale,2023-07-05,customer399@email.com
CST0400,Fitri Nugroho,Medan,New,2023-06-23,customer400@email.com
CST0401,Joko Anggraini,Tangerang,VIP,2022-03-21,customer401@email.com
CST0402,Dewi Santoso,Bogor,Regular,2023-08-10,customer402@email.com
CST0403,Rizky Pratama,Depok,VIP,2023-06-17,customer403@email.com
CST0404,Dewi Nugroho,Tangerang,Regular,2023-08-21,customer404@email.com
CST0405,Ahmad Hakim,Tangerang,Wholesale,2022-02-26,customer405@email.com
CST0406,Rizky Saputra,Tangerang,Wholesale,2023-04-13,customer406@email.com
CST0407,Siti Saputra,Bogor,Wholesale,2022-11-12,customer407@email.com
CST0408,Fajar Wijaya,Jakarta,New,2022-08-12,customer408@email.com
CST0409,Ahmad Santoso,Bogor,Wholesale,2022-12-19,customer409@email.com
CST0410,Lestari Santoso,Surabaya,New,2023-04-29,customer410@email.com
CST0411,Ayu Purnama,Jakarta,Regular,2022-05-19,customer411@email.com
CST0412,Maya Hakim,Palembang,Wholesale,2023-04-05,customer412@email.com
CST0413,Fajar Rahayu,Palembang,Regular,2022-12-23,customer413@email.com
CST0414,Nurul Saputra,Surabaya,Wholesale,2023-06-26,customer414@email.com
CST0415,Fitri Permata,Bandung,New,2022-01-24,customer415@email.com
CST0416,Hendra Nugroho,Semarang,Wholesale,2023-06-29,customer416@email.com
CST0417,Fitri Sari,Palembang,Wholesale,2022-12-21,customer417@email.com
CST0418,Dimas Sari,Bandung,New,2022-02-02,customer418@email.com
CST0419,Indah Firmansyah,Palembang,New,2022-09-04,customer419@email.com
CST0420,Ahmad Rahayu,Medan,New,2023-04-03,customer420@email.com
CST0421,Siti Sari,Bogor,New,2023-02-16,customer421@email.com
CST0422,Fitri Saputra,Tangerang,Regular,2022-02-27,customer422@email.com
CST0423,Joko Wijaya,Bandung,Regular,2023-08-13,customer423@email.com
CST0424,Bagus Wulandari,Makassar,VIP,2022-08-31,customer424@email.com
CST0425,Rizky Nugroho,Semarang,Regular,2023-02-28,customer425@email.com
CST0426,Dimas Santoso,Semarang,Regular,2023-03-14,customer426@email.com
CST0427,Wati Santoso,Depok,VIP,2023-01-26,customer427@email.com
CST0428,Rendi Anggraini,Depok,Wholesale,2023-02-23,customer428@email.com
CST0429,Ayu Purnama,Bandung,Regular,2023-07-05,customer429@email.com
CST0430,Fitri Permata,Tangerang,Regular,2022-11-04,customer430@email.com
CST0431,Hendra Hakim,Bandung,New,2023-07-30,customer431@email.com
CST0432,Rina Saputra,Palembang,Regular,2023-02-02,customer432@email.com
CST0433,Dimas Sari,Medan,VIP,2022-03-22,customer433@email.com
CST0434,Maya Rahayu,Tangerang,Regular,2022-02-22,customer434@email.com
CST0435,Fajar Nugroho,Semarang,New,2022-03-16,customer435@email.com
CST0436,Bagus Anggraini,Medan,Regular,2023-05-06,customer436@email.com
CST0437,Rendi Wijaya,Medan,New,2022-08-05,customer437@email.com
CST0438,Dewi Anggraini,Medan,Wholesale,2022-09-06,customer438@email.com
CST0439,Andi Purnama,Bogor,Regular,2023-07-20,customer439@email.com
CST0440,Ayu Purnama,Makassar,Wholesale,2023-07-01,customer440@email.com
CST0441,Ayu Wijaya,Makassar,VIP,2023-06-10,customer441@email.com
CST0442,Hendra Rahayu,Tangerang,Wholesale,2022-11-24,customer442@email.com
CST0443,Maya Kusuma,Medan,Wholesale,2022-02-16,customer443@email.com
CST0444,Fitri Anggraini,Bogor,Regular,2022-01-17,customer444@email.com
CST0445,Lestari Hakim,Semarang,Wholesale,2022-10-30,customer445@email.com
CST0446,Andi Kusuma,Bandung,Regular,2023-01-24,customer446@email.com
CST0447,Fitri Hidayat,Bogor,VIP,2022-09-21,customer447@email.com
CST0448,Wati Hidayat,Tangerang,Regular,2022-12-27,customer448@email.com
CST0449,Rizky Anggraini,Bandung,Wholesale,2022-07-08,customer449@email.com
CST0450,Siti Saputra,Depok,New,2022-03-18,customer450@email.com
CST0451,Budi Purnama,Jakarta,Regular,2022-08-25,customer451@email.com
CST0452,Rizky Santoso,Surabaya,Regular,2023-06-02,customer452@email.com
CST0453,Maya Santoso,Tangerang,Wholesale,2023-05-15,customer453@email.com
CST0454,Budi Saputra,Jakarta,Wholesale,2022-01-13,customer454@email.com
CST0455,Joko Anggraini,Jakarta,VIP,2023-07-03,customer455@email.com
CST0456,Budi Saputra,Semarang,Wholesale,2022-07-03,customer456@email.com
CST0457,Dewi Saputra,Surabaya,Regular,2022-09-04,customer457@email.com
CST0458,Indah Saputra,Medan,VIP,2022-12-29,customer458@email.com
CST0459,Fajar Rahayu,Semarang,VIP,2023-02-20,customer459@email.com
CST0460,Bagus Sari,Tangerang,Regular,2022-11-04,customer460@email.com
CST0461,Siti Rahayu,Surabaya,Wholesale,2023-01-24,customer461@email.com
CST0462,Lestari Hidayat,Palembang,New,2022-01-10,customer462@email.com
CST0463,Ahmad Hidayat,Bandung,Wholesale,2022-12-06,customer463@email.com
CST0464,Dewi Hakim,Bogor,New,2022-08-24,customer464@email.com
CST0465,Bagus Hidayat,Medan,VIP,2022-02-17,customer465@email.com
CST0466,Dimas Hakim,Surabaya,New,2022-07-03,customer466@email.com
CST0467,Budi Sari,Makassar,Regular,2023-02-12,customer467@email.com
CST0468,Ayu Pratama,Surabaya,Regular,2023-08-04,customer468@email.com
CST0469,Lestari Kusuma,Palembang,Wholesale,2022-05-24,customer469@email.com
CST0470,Joko Anggraini,Surabaya,VIP,2022-02-24,customer470@email.com
CST0471,Rina Sari,Surabaya,New,2022-12-15,customer471@email.com
CST0472,Indah Wulandari,Bogor,Wholesale,2022-12-01,customer472@email.com
CST0473,Dimas Firmansyah,Jakarta,Wholesale,2023-05-18,customer473@email.com
CST0474,Maya Saputra,Medan,Wholesale,2023-03-19,customer474@email.com
CST0475,Bagus Nugroho,Bandung,Wholesale,2022-03-29,customer475@email.com
CST0476,Ayu Firmansyah,Bogor,Regular,2022-03-17,customer476@email.com
CST0477,Dimas Pratama,Surabaya,Wholesale,2022-06-07,customer477@email.com
CST0478,Rendi Kusuma,Palembang,New,2022-04-04,customer478@email.com
CST0479,Ayu Hidayat,Jakarta,VIP,2022-10-04,customer479@email.com
CST0480,Rizky Rahayu,Surabaya,Regular,2023-03-18,customer480@email.com
CST0481,Lestari Saputra,Tangerang,Wholesale,2022-04-16,customer481@email.com
CST0482,Ahmad Kusuma,Jakarta,New,2022-11-29,customer482@email.com
CST0483,Budi Wijaya,Palembang,Wholesale,2023-02-02,customer483@email.com
CST0484,Lestari Hakim,Surabaya,Regular,2023-08-09,customer484@email.com
CST0485,Nurul Nugroho,Depok,Wholesale,2022-06-23,customer485@email.com
CST0486,Dimas Wijaya,Bandung,VIP,2023-05-20,customer486@email.com
CST0487,Ahmad Pratama,Bandung,Wholesale,2022-10-10,customer487@email.com
CST0488,Ayu Hidayat,Palembang,New,2023-01-05,customer488@email.com
CST0489,Fitri Anggraini,Semarang,Wholesale,2022-07-20,customer489@email.com
CST0490,Dewi Pratama,Tangerang,VIP,2022-01-07,customer490@email.com
CST0491,Rendi Permata,Palembang,Wholesale,2022-12-04,customer491@email.com
CST0492,Rendi Purnama,Tangerang,Regular,2022-11-04,customer492@email.com
CST0493,Indah Anggraini,Makassar,Regular,2023-05-06,customer493@email.com
CST0494,Nurul Purnama,Makassar,VIP,2022-10-26,customer494@email.com
CST0495,Bagus Firmansyah,Tangerang,Regular,2022-11-30,customer495@email.com
CST0496,Dimas Permata,Palembang,Wholesale,2023-01-09,customer496@email.com
CST0497,Bagus Sari,Surabaya,Regular,2023-07-18,customer497@email.com
CST0498,Hendra Anggraini,Jakarta,Regular,2023-03-25,customer498@email.com
CST0499,Ahmad Permata,Semarang,Wholesale,2023-05-27,customer499@email.com
CST0500,Ayu Sari,Bandung,VIP,2022-06-07,customer500@email.com
CST0501,Fajar Rahayu,Palembang,Wholesale,2023-05-06,customer501@email.com
CST0502,Fajar Saputra,Bogor,Wholesale,2023-07-11,customer502@email.com
CST0503,Maya Anggraini,Jakarta,New,2022-04-22,customer503@email.com
CST0504,Maya Pratama,Medan,New,2023-07-31,customer504@email.com
CST0505,Rendi Firmansyah,Palembang,Wholesale,2022-04-19,customer505@email.com
CST0506,Dewi Wijaya,Jakarta,Regular,2023-06-07,customer506@email.com
CST0507,Lestari Wulandari,Depok,Regular,2023-04-02,customer507@email.com
CST0508,Fajar Hidayat,Makassar,Regular,2022-12-20,customer508@email.com
CST0509,Wati Rahayu,Jakarta,VIP,2023-03-02,customer509@email.com
CST0510,Dewi Permata,Surabaya,Regular,2022-12-23,customer510@email.com
CST0511,Rendi Hidayat,Semarang,Regular,2023-06-18,customer511@email.com
CST0512,Maya Hidayat,Tangerang,New,2023-03-25,customer512@email.com
CST0513,Rendi Rahayu,Tangerang,VIP,2022-02-15,customer513@email.com
CST0514,Budi Permata,Surabaya,VIP,2022-04-22,customer514@email.com
CST0515,Fitri Saputra,Bandung,Regular,2023-07-20,customer515@email.com
CST0516,Rendi Saputra,Bandung,Wholesale,2023-04-19,customer516@email.com
CST0517,Fajar Nugroho,Medan,Regular,2022-07-10,customer517@email.com
CST0518,Fajar Santoso,Palembang,Regular,2023-04-06,customer518@email.com
CST0519,Rina Purnama,Bogor,New,2022-08-08,customer519@email.com
CST0520,Dimas Firmansyah,Medan,New,2023-08-15,customer520@email.com
CST0521,Lestari Pratama,Surabaya,VIP,2022-11-30,customer521@email.com
CST0522,Hendra Rahayu,Medan,VIP,2023-05-17,customer522@email.com
CST0523,Rendi Wulandari,Depok,Wholesale,2023-02-06,customer523@email.com
CST0524,Dewi Kusuma,Bogor,VIP,2023-04-14,customer524@email.com
CST0525,Nurul Permata,Bogor,VIP,2022-03-28,customer525@email.com
CST0526,Rendi Rahayu,Bandung,Regular,2022-11-09,customer526@email.com
CST0527,Nurul Kusuma,Surabaya,Regular,2023-06-08,customer527@email.com
CST0528,Rina Wulandari,Palembang,Regular,2023-08-12,customer528@email.com
CST0529,Rina Pratama,Palembang,Wholesale,2023-07-05,customer529@email.com
CST0530,Lestari Pratama,Bandung,Wholesale,2022-10-23,customer530@email.com
CST0531,Nurul Kusuma,Bandung,Wholesale,2022-02-24,customer531@email.com
CST0532,Budi Hidayat,Makassar,Regular,2022-07-19,customer532@email.com
CST0533,Lestari Saputra,Palembang,Wholesale,2023-02-23,customer533@email.com
CST0534,Rina Anggraini,Tangerang,Wholesale,2023-05-16,customer534@email.com
CST0535,Ahmad Wulandari,Bandung,New,2022-08-14,customer535@email.com
CST0536,Siti Wijaya,Semarang,Regular,2023-07-05,customer536@email.com
CST0537,Nurul Firmansyah,Semarang,Wholesale,2023-08-03,customer537@email.com
CST0538,Lestari Saputra,Tangerang,New,2023-08-10,customer538@email.com
CST0539,Dimas Firmansyah,Surabaya,VIP,2023-07-10,customer539@email.com
CST0540,Hendra Saputra,Jakarta,Regular,2023-03-12,customer540@email.com
CST0541,Fitri Wijaya,Surabaya,New,2023-04-06,customer541@email.com
CST0542,Maya Permata,Semarang,New,2023-03-26,customer542@email.com
CST0543,Fitri Sari,Surabaya,VIP,2023-03-15,customer543@email.com
CST0544,Indah Pratama,Bandung,Regular,2022-07-31,customer544@email.com
CST0545,Bagus Kusuma,Jakarta,VIP,2023-07-06,customer545@email.com
CST0546,Rendi Anggraini,Bandung,VIP,2022-10-24,customer546@email.com
CST0547,Dimas Permata,Bogor,New,2022-05-19,customer547@email.com
CST0548,Siti Wijaya,Palembang,Regular,2022-05-16,customer548@email.com
CST0549,Rizky Anggraini,Medan,VIP,2022-09-11,customer549@email.com
CST0550,Wati Pratama,Palembang,VIP,2023-03-01,customer550@email.com
CST0551,Hendra Rahayu,Palembang,New,2023-02-17,customer551@email.com
CST0552,Dimas Anggraini,Depok,VIP,2023-04-11,customer552@email.com
CST0553,Rendi Wulandari,Tangerang,New,2022-04-06,customer553@email.com
CST0554,Maya Permata,Tangerang,New,2023-07-02,customer554@email.com
CST0555,Andi Purnama,Palembang,Regular,2023-05-22,customer555@email.com
CST0556,Rendi Permata,Semarang,VIP,2022-12-12,customer556@email.com
CST0557,Bagus Pratama,Depok,Wholesale,2022-12-18,customer557@email.com
CST0558,Siti Rahayu,Jakarta,Wholesale,2022-01-17,customer558@email.com
CST0559,Nurul Hidayat,Surabaya,Wholesale,2022-01-01,customer559@email.com
CST0560,Andi Anggraini,Palembang,Regular,2022-11-06,customer560@email.com
CST0561,Dimas Rahayu,Bandung,VIP,2022-09-14,customer561@email.com
CST0562,Maya Nugroho,Surabaya,Regular,2022-02-23,customer562@email.com
CST0563,Ayu Anggraini,Palembang,Regular,2023-03-16,customer563@email.com
CST0564,Dewi Santoso,Surabaya,Regular,2023-05-04,customer564@email.com
CST0565,Rizky Wulandari,Surabaya,Regular,2023-06-16,customer565@email.com
CST0566,Budi Santoso,Tangerang,VIP,2022-05-04,customer566@email.com
CST0567,Rizky Hidayat,Palembang,New,2022-08-23,customer567@email.com
CST0568,Ahmad Anggraini,Palembang,New,2022-04-16,customer568@email.com
CST0569,Maya Hakim,Makassar,VIP,2022-05-21,customer569@email.com
CST0570,Rizky Nugroho,Palembang,Regular,2022-03-12,customer570@email.com
CST0571,Bagus Santoso,Depok,Regular,2023-03-27,customer571@email.com
CST0572,Andi Nugroho,Makassar,Regular,2023-02-26,customer572@email.com
CST0573,Hendra Permata,Bogor,Regular,2022-03-30,customer573@email.com
CST0574,Rizky Firmansyah,Surabaya,New,2023-01-29,customer574@email.com
CST0575,Rina Kusuma,Makassar,Regular,2022-09-11,customer575@email.com
CST0576,Ahmad Sari,Semarang,VIP,2022-01-28,customer576@email.com
CST0577,Andi Saputra,Semarang,Regular,2023-02-06,customer577@email.com
CST0578,Siti Firmansyah,Semarang,Regular,2023-05-22,customer578@email.com
CST0579,Dewi Sari,Palembang,Wholesale,2022-03-14,customer579@email.com
CST0580,Budi Kusuma,Depok,VIP,2022-05-16,customer580@email.com
CST0581,Bagus Purnama,Palembang,VIP,2023-07-14,customer581@email.com
CST0582,Wati Firmansyah,Bandung,New,2022-01-18,customer582@email.com
CST0583,Ahmad Santoso,Bogor,VIP,2022-08-09,customer583@email.com
CST0584,Siti Firmansyah,Jakarta,Wholesale,2023-06-03,customer584@email.com
CST0585,Joko Firmansyah,Semarang,Wholesale,2023-03-10,customer585@email.com
CST0586,Ahmad Nugroho,Palembang,Regular,2022-10-12,customer586@email.com
CST0587,Ayu Rahayu,Surabaya,Regular,2022-06-09,customer587@email.com
CST0588,Rendi Purnama,Depok,New,2022-11-14,customer588@email.com
CST0589,Fitri Santoso,Palembang,Regular,2022-03-30,customer589@email.com
CST0590,Dewi Hidayat,Palembang,New,2022-11-13,customer590@email.com
CST0591,Dewi Santoso,Bandung,Regular,2022-01-12,customer591@email.com
CST0592,Wati Kusuma,Bandung,VIP,2022-06-20,customer592@email.com
CST0593,Rizky Anggraini,Makassar,VIP,2022-05-01,customer593@email.com
CST0594,Rendi Firmansyah,Jakarta,Wholesale,2022-10-06,customer594@email.com
CST0595,Ahmad Wijaya,Depok,New,2023-05-24,customer595@email.com
CST0596,Joko Kusuma,Tangerang,New,2023-05-27,customer596@email.com
CST0597,Nurul Kusuma,Bogor,Regular,2022-09-19,customer597@email.com
CST0598,Bagus Nugroho,Surabaya,New,2022-08-22,customer598@email.com
CST0599,Budi Santoso,Depok,New,2022-09-08,customer599@email.com
CST0600,Wati Kusuma,Jakarta,Wholesale,2022-06-03,customer600@email.com
CST0601,Siti Saputra,Bandung,Wholesale,2022-08-18,customer601@email.com
CST0602,Fitri Purnama,Makassar,VIP,2022-10-05,customer602@email.com
CST0603,Bagus Kusuma,Surabaya,New,2023-05-30,customer603@email.com
CST0604,Nurul Sari,Jakarta,New,2023-02-15,customer604@email.com
CST0605,Hendra Permata,Surabaya,VIP,2022-11-15,customer605@email.com
CST0606,Ahmad Saputra,Makassar,Wholesale,2022-01-09,customer606@email.com
CST0607,Andi Wijaya,Makassar,VIP,2022-09-06,customer607@email.com
CST0608,Maya Wulandari,Tangerang,Wholesale,2022-07-20,customer608@email.com
CST0609,Fitri Pratama,Depok,New,2023-02-24,customer609@email.com
CST0610,Fitri Saputra,Jakarta,VIP,2022-01-10,customer610@email.com
CST0611,Budi Firmansyah,Makassar,Wholesale,2022-11-11,customer611@email.com
CST0612,Andi Saputra,Surabaya,Regular,2023-03-06,customer612@email.com
CST0613,Siti Pratama,Tangerang,VIP,2022-04-06,customer613@email.com
CST0614,Fitri Hakim,Jakarta,Wholesale,2023-01-17,customer614@email.com
CST0615,Ahmad Wulandari,Tangerang,New,2023-06-02,customer615@email.com
CST0616,Fajar Rahayu,Bandung,New,2023-03-22,customer616@email.com
CST0617,Fitri Wijaya,Bandung,VIP,2022-11-19,customer617@email.com
CST0618,Rendi Kusuma,Palembang,Wholesale,2022-10-06,customer618@email.com
CST0619,Ahmad Sari,Medan,Regular,2023-08-22,customer619@email.com
CST0620,Rizky Rahayu,Surabaya,Regular,2023-04-06,customer620@email.com
CST0621,Rendi Purnama,Tangerang,New,2023-07-03,customer621@email.com
CST0622,Andi Hidayat,Makassar,VIP,2023-04-20,customer622@email.com
CST0623,Dewi Rahayu,Semarang,Regular,2022-11-08,customer623@email.com
CST0624,Siti Sari,Bogor,VIP,2022-06-01,customer624@email.com
CST0625,Fitri Kusuma,Surabaya,Wholesale,2023-06-10,customer625@email.com
CST0626,Ayu Wijaya,Jakarta,Regular,2022-02-01,customer626@email.com
CST0627,Hendra Saputra,Palembang,Regular,2022-04-07,customer627@email.com
CST0628,Dewi Firmansyah,Tangerang,Regular,2022-05-05,customer628@email.com
CST0629,Siti Permata,Jakarta,Regular,2022-05-14,customer629@email.com
CST0630,Fajar Kusuma,Medan,New,2023-08-20,customer630@email.com
CST0631,Dimas Hakim,Bogor,New,2022-01-23,customer631@email.com
CST0632,Andi Hakim,Surabaya,Wholesale,2022-05-12,customer632@email.com
CST0633,Rendi Rahayu,Surabaya,New,2023-04-18,customer633@email.com
CST0634,Nurul Hakim,Jakarta,Wholesale,2023-02-09,customer634@email.com
CST0635,Budi Purnama,Tangerang,Wholesale,2022-06-26,customer635@email.com
CST0636,Andi Hakim,Makassar,Regular,2022-10-09,customer636@email.com
CST0637,Hendra Hakim,Semarang,Regular,2022-02-05,customer637@email.com
CST0638,Indah Wulandari,Bogor,Regular,2022-10-30,customer638@email.com
CST0639,Rina Hakim,Tangerang,Wholesale,2022-03-04,customer639@email.com
CST0640,Dimas Purnama,Surabaya,Regular,2023-03-06,customer640@email.com
CST0641,Joko Sari,Medan,New,2023-01-27,customer641@email.com
CST0642,Wati Saputra,Makassar,Wholesale,2022-12-19,customer642@email.com
CST0643,Joko Kusuma,Bogor,Wholesale,2022-10-04,customer643@email.com
CST0644,Budi Kusuma,Bandung,Regular,2022-01-31,customer644@email.com
CST0645,Siti Firmansyah,Semarang,Wholesale,2023-06-27,customer645@email.com
CST0646,Bagus Sari,Makassar,Regular,2022-04-13,customer646@email.com
CST0647,Fitri Wijaya,Medan,New,2022-08-13,customer647@email.com
CST0648,Fajar Kusuma,Bogor,Regular,2022-06-30,customer648@email.com
CST0649,Bagus Kusuma,Medan,VIP,2022-01-29,customer649@email.com
CST0650,Bagus Wulandari,Makassar,Regular,2023-07-31,customer650@email.com
CST0651,Wati Saputra,Medan,VIP,2022-06-29,customer651@email.com
CST0652,Siti Rahayu,Tangerang,New,2022-08-27,customer652@email.com
CST0653,Fitri Santoso,Bogor,Wholesale,2022-01-01,customer653@email.com
CST0654,Indah Sari,Makassar,Regular,2022-12-15,customer654@email.com
CST0655,Rendi Santoso,Bandung,New,2022-06-01,customer655@email.com
CST0656,Rizky Firmansyah,Bogor,New,2023-06-23,customer656@email.com
CST0657,Ahmad Kusuma,Makassar,Wholesale,2023-08-24,customer657@email.com
CST0658,Rendi Wijaya,Surabaya,VIP,2022-05-20,customer658@email.com
CST0659,Rina Firmansyah,Bandung,Wholesale,2022-11-21,customer659@email.com
CST0660,Lestari Anggraini,Bandung,VIP,2022-08-17,customer660@email.com
CST0661,Nurul Purnama,Bogor,VIP,2022-10-29,customer661@email.com
CST0662,Nurul Anggraini,Bandung,New,2023-08-10,customer662@email.com
CST0663,Bagus Santoso,Palembang,Regular,2022-11-22,customer663@email.com
CST0664,Fitri Nugroho,Bogor,New,2023-05-24,customer664@email.com
CST0665,Rendi Anggraini,Bandung,New,2022-09-01,customer665@email.com
CST0666,Rendi Pratama,Makassar,New,2022-12-10,customer666@email.com
CST0667,Budi Wijaya,Tangerang,Regular,2022-09-13,customer667@email.com
CST0668,Maya Wijaya,Surabaya,New,2022-01-02,customer668@email.com
CST0669,Fajar Hidayat,Jakarta,Wholesale,2022-06-20,customer669@email.com
CST0670,Wati Hakim,Palembang,Wholesale,2022-12-26,customer670@email.com
CST0671,Fajar Rahayu,Depok,Wholesale,2023-08-15,customer671@email.com
CST0672,Nurul Hidayat,Medan,New,2022-02-04,customer672@email.com
CST0673,Budi Kusuma,Semarang,VIP,2022-04-18,customer673@email.com
CST0674,Rendi Pratama,Surabaya,Wholesale,2022-06-14,customer674@email.com
CST0675,Lestari Hakim,Surabaya,New,2022-12-13,customer675@email.com
CST0676,Indah Hakim,Bogor,Wholesale,2022-02-01,customer676@email.com
CST0677,Nurul Wulandari,Palembang,Wholesale,2022-06-10,customer677@email.com
CST0678,Dewi Kusuma,Jakarta,Regular,2022-07-14,customer678@email.com
CST0679,Lestari Anggraini,Palembang,VIP,2022-10-16,customer679@email.com
CST0680,Fitri Rahayu,Semarang,New,2023-02-07,customer680@email.com
CST0681,Lestari Permata,Bogor,Wholesale,2022-06-07,customer681@email.com
CST0682,Maya Santoso,Jakarta,Wholesale,2022-03-31,customer682@email.com
CST0683,Indah Hidayat,Semarang,Regular,2022-04-10,customer683@email.com
CST0684,Andi Pratama,Jakarta,VIP,2022-03-25,customer684@email.com
CST0685,Dewi Wijaya,Tangerang,Wholesale,2023-04-28,customer685@email.com
CST0686,Dimas Rahayu,Tangerang,Wholesale,2022-07-09,customer686@email.com
CST0687,Fajar Kusuma,Makassar,Regular,2023-04-02,customer687@email.com
CST0688,Dimas Hidayat,Jakarta,Wholesale,2022-09-27,customer688@email.com
CST0689,Dimas Wulandari,Medan,New,2022-06-04,customer689@email.com
CST0690,Ahmad Nugroho,Surabaya,VIP,2023-07-09,customer690@email.com
CST0691,Bagus Sari,Palembang,New,2023-02-01,customer691@email.com
CST0692,Rina Saputra,Depok,Wholesale,2023-08-10,customer692@email.com
CST0693,Wati Wijaya,Medan,New,2023-02-09,customer693@email.com
CST0694,Joko Wulandari,Jakarta,Regular,2022-05-04,customer694@email.com
CST0695,Nurul Pratama,Tangerang,Regular,2022-07-17,customer695@email.com
CST0696,Siti Purnama,Bandung,New,2023-03-22,customer696@email.com
CST0697,Rizky Permata,Medan,VIP,2022-11-24,customer697@email.com
CST0698,Ahmad Purnama,Surabaya,Wholesale,2023-07-20,customer698@email.com
CST0699,Dimas Saputra,Makassar,Wholesale,2022-01-13,customer699@email.com
CST0700,Bagus Saputra,Bogor,Wholesale,2022-04-26,customer700@email.com
CST0701,Rizky Pratama,Palembang,New,2022-04-19,customer701@email.com
CST0702,Dewi Firmansyah,Bogor,VIP,2023-07-03,customer702@email.com
CST0703,Rina Wijaya,Makassar,Wholesale,2023-05-13,customer703@email.com
CST0704,Indah Hidayat,Bogor,New,2022-06-26,customer704@email.com
CST0705,Fajar Pratama,Semarang,Wholesale,2022-02-09,customer705@email.com
CST0706,Rendi Anggraini,Palembang,Regular,2022-02-20,customer706@email.com
CST0707,Dimas Hakim,Tangerang,VIP,2022-01-21,customer707@email.com
CST0708,Ayu Wijaya,Makassar,VIP,2023-05-19,customer708@email.com
CST0709,Fitri Pratama,Surabaya,VIP,2023-03-30,customer709@email.com
CST0710,Dimas Anggraini,Makassar,Wholesale,2022-04-02,customer710@email.com
CST0711,Hendra Sari,Medan,Wholesale,2023-05-12,customer711@email.com
CST0712,Maya Permata,Depok,New,2023-06-12,customer712@email.com
CST0713,Ahmad Wijaya,Bandung,Wholesale,2022-05-19,customer713@email.com
CST0714,Bagus Santoso,Depok,Regular,2022-07-17,customer714@email.com
CST0715,Siti Sari,Medan,New,2023-04-13,customer715@email.com
CST0716,Maya Anggraini,Jakarta,Regular,2022-10-08,customer716@email.com
CST0717,Hendra Saputra,Makassar,Wholesale,2022-05-07,customer717@email.com
CST0718,Fitri Kusuma,Jakarta,Wholesale,2023-04-02,customer718@email.com
CST0719,Wati Wulandari,Bandung,VIP,2022-12-19,customer719@email.com
CST0720,Dimas Anggraini,Bandung,New,2022-10-19,customer720@email.com
CST0721,Fajar Santoso,Jakarta,Regular,2023-08-09,customer721@email.com
CST0722,Fitri Nugroho,Medan,Regular,2022-07-31,customer722@email.com
CST0723,Rina Saputra,Semarang,New,2022-01-10,customer723@email.com
CST0724,Rizky Nugroho,Tangerang,Regular,2022-01-09,customer724@email.com
CST0725,Dimas Wulandari,Medan,VIP,2022-10-09,customer725@email.com
CST0726,Fajar Permata,Palembang,VIP,2023-04-16,customer726@email.com
CST0727,Andi Hidayat,Semarang,VIP,2023-06-18,customer727@email.com
